pair_id,review_order,word,pos,material_labels,source_sense_id_a,definition_a,labels_a,examples_a,source_sense_id_b,definition_b,labels_b,examples_b,decision,review_notes
head:noun:686e59004b8f:0ae3cc22b19bb423,37,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a1330e45f653ac430b3f6ab9:1:sense,"The topmost, foremost, or leading part. | The uppermost part of a valley.",countable;uncountable,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""1912, Robert Sterling Clark, Arthur de Carle Sowerby, Through Shên-kan: The Account of the Clark Expedition in North China, 1908-9., T. Fisher Unwin, →OCLC, page 122:"", ""text"": ""A deep bed of this red sandstone occurs at the head of the Yen Shui valley, a few miles south of Ching-pien [translating 靖邊 /靖边 (Jìngbiān)]."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:0f9d30abe862638e,38,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:fb5d37dec14e34de9b58dcb9:1:sense,"The topmost, foremost, or leading part. | Ellipsis of headline.",abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[17, 21], [96, 100]], ""ref"": ""1968, Earl English, Clarence Hach, Scholastic Journalism, page 166:"", ""text"": ""The content of a headline over a news story should be taken from the lead of the story. […] The head should give the same impression as the body of the story."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:10efdca838050c62,39,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:97d181cce895a0a47dff519f:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | The end of a hammer, axe, golf club, or similar implement used for striking other objects.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:1135ea8f3c6c8b44,40,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:118faa127a086316e0cab7a9:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | Mental or emotional aptitude or skill.",countable;uncountable,"{""bold_text_offsets"": [[44, 49]], ""text"": ""The company is looking for people with good heads for business."", ""type"": ""example""} | {""bold_text_offsets"": [[10, 14]], ""text"": ""He has no head for heights."", ""type"": ""example""} | {""bold_text_offsets"": [[29, 33]], ""text"": ""It's all about having a good head on your shoulders."", ""type"": ""example""} | {""bold_text_offsets"": [[212, 216], [371, 375]], ""ref"": ""1951, John Wyndham, The Day of the Triffids, Harmondsworth: Penguin Books, published 1954, page 25:"", ""text"": ""And each of a succession of teachers who tried to show me that mathematical answers were derived logically and not through some form of esoteric inspiration was forced to give up with the assurance that I had no head for figures. My father 'would read my school reports with a gloom which in other respects they scarcely warranted. His mind worked, I think, this way: no head for figures = no idea of finance = no money."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:60e5bba8d0dc7f6f5362df1c:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | An individual person.",countable;figuratively;metonymically;uncountable,"{""bold_text_offsets"": [[29, 33]], ""text"": ""Admission is three dollars a head."", ""type"": ""example""} | {""bold_text_offsets"": [[263, 267]], ""ref"": ""1749, Henry Fielding, chapter VII, in The History of Tom Jones, a Foundling, volume III, London: A[ndrew] Millar, […], →OCLC, book VIII, pages 196–197:"", ""text"": ""[…] but here we are obliged to diſcloſe ſome Maxims, which Publicans hold to be the grand Myſteries of their Trade. […] And, laſtly, if any of their Gueſts call but for little, to make them pay a double Price for every Thing they have ; ſo that the Amount by the Head may be much the ſame."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:155ad49b44cdc4db,41,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:20b3ee565a04a9c1c97b969d:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A machine element which reads or writes electromagnetic signals to or from a storage medium.",countable;uncountable,"{""bold_text_offsets"": [[4, 9]], ""text"": ""The heads of your tape player need to be cleaned."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:7cdcdbf1d427d664501c3744:1:sense,"The topmost, foremost, or leading part. | The end of a table. | The end of a rectangular table furthest from the entrance; traditionally considered a seat of honor.",countable;uncountable,"{""bold_text_offsets"": [[52, 56]], ""text"": ""During meetings, the supervisor usually sits at the head of the table."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:16bb05d9ff8e0b5a,42,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:1944206f45b9896e,43,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:0a4ae18d3925dd2c15f6dec3:1:sense,"The topmost, foremost, or leading part. | A leading component. | The top edge of a sail.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:ff171db3e8beb6cdc2d7d903:1:sense,"The topmost, foremost, or leading part. | A headland.",UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:1c85695af755dcfe,44,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:fb5d37dec14e34de9b58dcb9:1:sense,"The topmost, foremost, or leading part. | Ellipsis of headline.",abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[17, 21], [96, 100]], ""ref"": ""1968, Earl English, Clarence Hach, Scholastic Journalism, page 166:"", ""text"": ""The content of a headline over a news story should be taken from the lead of the story. […] The head should give the same impression as the body of the story."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:ff171db3e8beb6cdc2d7d903:1:sense,"The topmost, foremost, or leading part. | A headland.",UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:230fb8f1cd44eaba,45,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a1330e45f653ac430b3f6ab9:1:sense,"The topmost, foremost, or leading part. | The uppermost part of a valley.",countable;uncountable,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""1912, Robert Sterling Clark, Arthur de Carle Sowerby, Through Shên-kan: The Account of the Clark Expedition in North China, 1908-9., T. Fisher Unwin, →OCLC, page 122:"", ""text"": ""A deep bed of this red sandstone occurs at the head of the Yen Shui valley, a few miles south of Ching-pien [translating 靖邊 /靖边 (Jìngbiān)]."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:26158d3a4a1bbfa8,46,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:3ebe701b39e23a443430e602:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The population of game.",countable;uncountable,"{""bold_text_offsets"": [[16, 20]], ""text"": ""We have a heavy head of deer this year."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:60e5bba8d0dc7f6f5362df1c:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | An individual person.",countable;figuratively;metonymically;uncountable,"{""bold_text_offsets"": [[29, 33]], ""text"": ""Admission is three dollars a head."", ""type"": ""example""} | {""bold_text_offsets"": [[263, 267]], ""ref"": ""1749, Henry Fielding, chapter VII, in The History of Tom Jones, a Foundling, volume III, London: A[ndrew] Millar, […], →OCLC, book VIII, pages 196–197:"", ""text"": ""[…] but here we are obliged to diſcloſe ſome Maxims, which Publicans hold to be the grand Myſteries of their Trade. […] And, laſtly, if any of their Gueſts call but for little, to make them pay a double Price for every Thing they have ; ſo that the Amount by the Head may be much the ſame."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:2966de93ddc35a92,47,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:46732beb93ff4b1364ef2a6f:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A drum head, the membrane which is hit to produce sound.",countable;uncountable,"{""bold_text_offsets"": [[8, 12]], ""text"": ""Tap the head of the drum for this roll."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:d9d8b6490fc0131328a21ddb:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A milling head, a part of a milling machine that houses the spindle.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:2e7c614aa0ffd706,48,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:1b8f0821d1a457531dbcba95:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The antlers of a deer.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:3ebe701b39e23a443430e602:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The population of game.",countable;uncountable,"{""bold_text_offsets"": [[16, 20]], ""text"": ""We have a heavy head of deer this year."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:2f9f5883b5cc406f,49,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:capitulum']:1deb2c81eca481d5f4c29a00:1:sense,"A significant or important part. | A beginning or end, a protuberance. | A clump of seeds, leaves or flowers; a capitulum. | The leafy top part of a tree.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:capitulum']:be02069e6ce2765867d20515:1:sense,"A significant or important part. | A beginning or end, a protuberance. | A clump of seeds, leaves or flowers; a capitulum.",countable;uncountable,"{""bold_text_offsets"": [[10, 14]], ""text"": ""Give me a head of lettuce."", ""type"": ""example""} | {""bold_text_offsets"": [[404, 409]], ""ref"": ""2013 May-June, David Van Tassel, Lee DeHaan, “Wild Plants to the Rescue”, in American Scientist, volume 101, number 3, archived from the original on 14 Aug 2013:"", ""text"": ""Plant breeding is always a numbers game.[…]The wild species we use are rich in genetic variation, […]. In addition, we are looking for rare alleles, so the more plants we try, the better. These rarities may be new mutations, or they can be existing ones that are neutral—or are even selected against—in a wild population. A good example is mutations that disrupt seed dispersal, leaving the seeds on the heads long after they are ripe."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:2ff9a624b4dbb675,50,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:d835329567df6f9363333ba0:1:sense,"The topmost, foremost, or leading part. | The end of a table. | The end of a pool table opposite the end where the balls have been racked.",countable;uncountable,,MERGE,Same learner concept: the top/end position of something; pool-table use is a contextual application.
head:noun:686e59004b8f:30b3a961c973895d,51,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:d835329567df6f9363333ba0:1:sense,"The topmost, foremost, or leading part. | The end of a table. | The end of a pool table opposite the end where the balls have been racked.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:d9d8b6490fc0131328a21ddb:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A milling head, a part of a milling machine that houses the spindle.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:3a2a3919ff7aa75c,52,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:ff171db3e8beb6cdc2d7d903:1:sense,"The topmost, foremost, or leading part. | A headland.",UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:3a5d17f85e8da9d7,53,head,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part', 'en:engineering']:d21ff54456a44e122b8281c2:1:sense","The topmost, foremost, or leading part. | The end cap of a cylindrically-shaped pressure vessel.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:40b59e10d06ebbed,54,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:4640f1842cfb2d99,55,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:480b4c064787ee86,56,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:1b8f0821d1a457531dbcba95:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The antlers of a deer.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:60e5bba8d0dc7f6f5362df1c:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | An individual person.",countable;figuratively;metonymically;uncountable,"{""bold_text_offsets"": [[29, 33]], ""text"": ""Admission is three dollars a head."", ""type"": ""example""} | {""bold_text_offsets"": [[263, 267]], ""ref"": ""1749, Henry Fielding, chapter VII, in The History of Tom Jones, a Foundling, volume III, London: A[ndrew] Millar, […], →OCLC, book VIII, pages 196–197:"", ""text"": ""[…] but here we are obliged to diſcloſe ſome Maxims, which Publicans hold to be the grand Myſteries of their Trade. […] And, laſtly, if any of their Gueſts call but for little, to make them pay a double Price for every Thing they have ; ſo that the Amount by the Head may be much the ſame."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:4a93b82447649c3f,57,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:97d181cce895a0a47dff519f:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | The end of a hammer, axe, golf club, or similar implement used for striking other objects.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:4c254cec0eb5a1de,58,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:ff171db3e8beb6cdc2d7d903:1:sense,"The topmost, foremost, or leading part. | A headland.",UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:4c5bb867b0d41b4b,59,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:4df4b3df409ca59f,60,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:46732beb93ff4b1364ef2a6f:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A drum head, the membrane which is hit to produce sound.",countable;uncountable,"{""bold_text_offsets"": [[8, 12]], ""text"": ""Tap the head of the drum for this roll."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:4fef613328420152,61,head,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640', 'en:measure for one animal']:dca325fa00b473a61ace277c:1:sense","The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | A single animal; measure word for livestock and game.",countable;uncountable,"{""bold_text_offsets"": [[4, 8], [26, 30]], ""tags"": [""collocation""], ""text"": ""200 head of cattle and 50 head of horses"", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:3ebe701b39e23a443430e602:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The population of game.",countable;uncountable,"{""bold_text_offsets"": [[16, 20]], ""text"": ""We have a heavy head of deer this year."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:51d63ec55ae342ac,62,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6922aa8d47280b09363ec9e9:1:sense,"The topmost, foremost, or leading part. | The headstock of a guitar.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:81c7bd4cb1489814e994ad1e:1:sense,"The topmost, foremost, or leading part. | A title or heading in a book or other document.",countable;uncountable,"{""bold_text_offsets"": [[77, 82]], ""ref"": ""1807, George Burnett, Specimens of English Prose Writers, page 351:"", ""text"": ""In this repositary, the phenomena of nature are ranged under three principal heads."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:54e7a463ae09a641,63,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6922aa8d47280b09363ec9e9:1:sense,"The topmost, foremost, or leading part. | The headstock of a guitar.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a199efd79813d02aa7e503b0:1:sense,"The topmost, foremost, or leading part. | A leading component. | The bow of a vessel.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:58c4252ac7709bd9,64,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:385be85690fde1409b069197:1:sense,"The topmost, foremost, or leading part. | Deposits near the top of a geological succession.",UK;countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6922aa8d47280b09363ec9e9:1:sense,"The topmost, foremost, or leading part. | The headstock of a guitar.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:5907ea78824592f1,65,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:d9d8b6490fc0131328a21ddb:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A milling head, a part of a milling machine that houses the spindle.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:5ebf293dc2f304eb,66,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:fb5d37dec14e34de9b58dcb9:1:sense,"The topmost, foremost, or leading part. | Ellipsis of headline.",abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[17, 21], [96, 100]], ""ref"": ""1968, Earl English, Clarence Hach, Scholastic Journalism, page 166:"", ""text"": ""The content of a headline over a news story should be taken from the lead of the story. […] The head should give the same impression as the body of the story."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
